"id","answer","polarity","subjectivity","sentiment"
1357,"Budget cuts lead to staff reductions. Do not have any control over your career, can be doing a great job but if that segment declines you could be on the street.",0.8,0.75,"vpos"
1358,"Challenging work/life balance, heavy bureaucracy at times, expensive benefits, RIF & furloughs even though financially strong and while outperforming competitors",0.0583333333,0.7333333333,"neu"
1359,"Stable Company with moderately good benefits High work load and high expectations",0.34,0.56,"pos"
1360,"Great people to work with and the programs are exciting. There was layoffs because the program was over budget.",0.55,0.775,"pos"
1361,"Awesome benefits, great place to work Lack of management communications within",0.9,0.875,"vpos"
1362,"Lots of opportunity to move around a large company into new roles. Occasionally short term deliverables impact ability to drive long lasting change",0.0601298701,0.3166233766,"neu"
1363,"Way to much checking, re-checking and re-checking the already re-checked. The ops managers think they know what is best regardless of what people suggest.",0.6,0.25,"vpos"
1364,"Very conservative with salary and pay benefits.",0.2,0.3,"pos"
1365,"Developed region working environment facing constant pressure to downsize and diminishing value proposition for individual contributors who see declining benefits over time.",0.0333333333,0.3444444444,"neu"
1366,"Great company to work for and great people no room for advancement and pay raises were very low",0.5333333333,0.63,"pos"
1367,"Honeywell is great company, and has systemic training, with lots of useful resources, and smart people. The organization is too big, and communication process is long.",0.2528571429,0.3785714286,"pos"
1368,"Good learning curveGrants opportunity to explore and take up initiativesGood work environment and culture Not very good benefit and compensation offer",0.2153846154,0.5307692308,"pos"
1369,"Friendly, professional and progressive. Heavy use of contractors. Frequent business fluctuation. Contractors are frequently the first victims of downsizing.",0.1208333333,0.3388888889,"neu"
1370,"They seem to hire and promote from the outside. Benefits are dwindling. Health care costs are up.",0,0.05,"neu"
1371,"Honeywell is adding so many tools and processes and requirements to the responsibilities of a design engineer that it is impossible to truly focus on creating quality designs. The network and CAD syst",-0.0833333333,0.75,"neu"
1372,"I do not believe a true con exists beyond typical things that make work work.",0.0916666667,0.575,"neu"
1373,"Fast pace and dynamic company. Multi-tasking and have opportunity to learn. Benefit is not as good, company should respect and reward employees when contribution is made.",0.3,0.4555555556,"pos"
1374,"Big corporate feel,..inefficient rules and procedure. So you are pushed and measured by schedule but they put barriers all along the way like failure is by design.Jobs are sent to China or India even",-0.1055555556,0.1333333333,"neu"
1375,"Leading the way in takeaways. Focus has shifted away from all stakeholders (stockholders, employees, customers, suppliers, community) to just stockholders.",0,0,"neu"
1376,"Good and challenging projects in Display and Graphics department Low salaries, and letting the talent go away",0.4,0.6333333333,"pos"
1377,"Honeywell- Challenging jobs with advancement based on performance. Top level company management more remote since physical move out of Minneapolis",0.28,0.4685714286,"pos"
1378,"Pay well, smart people, beautiful new HQ Poor management, worst benefit, miserable working environment",-0.1998917749,0.7829004329,"neu"
1379,"Company wise, there is high focus on growth in emerging markets and little to no growth in the US. Advancement wise, there is little opportunity for promotion into the principal engineering role.",0.237,0.668,"pos"
1380,"Great team and atmosphere and very tenured employees. Great place for veterans. Located on Marine base (Blount Island) which is isolated. Computers and everything else is outdated.",0.12,0.6866666667,"neu"
1381,"Professional Engineers are top notch A lot of paperwork involved",0.3,0.3,"pos"
1382,"Secure, good benefits, lots of overtime, education benefits and love to hire internally. Health insurance is mediocre w/high deductible",0.22,0.56,"pos"
1383,"Pay is way below market value.'Benefits' are sub-par - for example, one must be a FTE for one year in order to take PTO.Petty rules that are not documented and are not universally applied.LOTS of folk",0,0,"neu"
1384,"nice working environment, flexible working time, competitive salary package vertical organizaiton, a bit bureaucracy, office politices",0.6,1,"vpos"
1385,"Good people, nice environment, big organization Too much politics, complicated procedure",0.2,0.58,"neu"
1386,"Great flexibility and allows for well balanced work/personal life. Have to keep track of time worked on each project on a daily basis.",0.4,0.375,"pos"
1387,"Large company, benefits are typical; not great but OK No work life balance at all. They expect you to put in 70-80 hrs per week. Do not have enough people.",0.0295238095,0.5357142857,"neu"
1388,"great pay, great people and exciting work large company managing margins to increase earnings",0.5285714286,0.6821428571,"pos"
1389,"Easy work, pretty interesting good co-workers No management present ever. Lots of downtime.",0.3766666667,0.5866666667,"pos"
1390,"well where to begin, the Benefits are worse than if you work for a temp agency, The building I work in is a sick building, has made me sick for seven years, and can't see a DR. because of the lack of",-0.6095238095,0.7714285714,"vneg"
1391,"Solid growing company, descent benefits, Totally sales Oriented, need to invest more in technology",0.1666666667,0.45,"neu"
1392,"Too many divisional managers with no real understanding of technical requirements. Offshore team work makes for an odd and disruptive set of work hours.",0.0583333333,0.2875,"neu"
1393,"Salary is competitive. Plenty of room for growth and movement to various disciplines based on size of company and multiple nearby sites. Top heavy in management. Aviation is currently in a lull.",0.06,0.38,"neu"
1394,"Great people and decent pay Mind numbing work in the quality side.",0.4833333333,0.7083333333,"pos"
1395,"Base salary is good, the legacy people are good Everything else, this is a horrible company lead by unethical and dishonest senior management. They do not like employees or care for them.",-0.14,0.74,"neu"
1396,"Good working culture. Talented pool of professionals. Low in salary as compared to market competitors.",0.4666666667,0.6,"pos"
1397,"When it comes to penny ante bs this company takes the cake. You can't just come in and do your job, they pick at the stupidest things. Wearing the proper straps isn't even enough, you have to wear it",0,0.3,"neu"
1398,"Great products, great people, great work environment. Many previous benefits have been reduced and/or increased employee contributions towards benefits.",0.5466666667,0.5833333333,"pos"
1399,"The industry, and Honeywell's, move to higher deductible health care plans has made it difficult for many singles and families.",0.0833333333,0.6666666667,"neu"
1400,"Benefits seem to get worse and worse as times goes on.",-0.4,0.6,"neg"
1401,"There is too much focus on finances and budgets, management is pressured to reduce cost to serve, and high level management is only looking out for company profits. There are layoffs every few years a",0.04,0.46,"neu"
1402,"Great team and well run company Large dispursed organization makes working in teams a challenge.",0.5071428571,0.5892857143,"pos"
1403,"Benefits have been changing rapidly over the last three to four years. 401k matching is reduced, healthcare has moved to High Deductible Healthcare Plan without a reduction in premiums. Pensions are n",0.08,0.3033333333,"neu"
